AvgOrderValue,PurchaseFrequency,NumProductCategoriesShoppedIn,AvgDiscountUsed
143.69,1.91,2,0.043
23.24,14.14,2,0.121
31.87,9.45,4,0.125
27.45,10.65,3,0.156
50.19,4.02,2,0.445
59.38,3.18,1,0.304
34.11,10.75,3,0.062
205.6,2.52,3,0.052
19.32,1.01,1,0.013
214.18,2.11,3,0.082
14.63,1.17,1,0.026
17.58,0.89,1,0.051
45.8,2.71,2,0.461
48.71,3.13,2,0.429
45.14,0.9,2,0.22
187.09,2.11,2,0.071
27.95,5.25,2,0.317
176.63,2.61,2,0.09
20.86,0.87,2,0.0
203.98,2.92,2,0.069
198.8,2.84,2,0.075
42.89,13.65,3,0.117
172.03,1.96,2,0.042
47.68,2.72,2,0.37
49.72,12.31,4,0.101
40.56,17.25,3,0.093
193.53,2.39,2,0.07
26.17,9.99,4,0.182
21.81,12.55,3,0.167
52.42,3.78,2,0.326
24.57,9.62,3,0.117
55.55,2.53,2,0.437
33.85,9.44,2,0.147
42.67,14.66,3,0.047
193.32,1.48,2,0.004
19.38,5.64,5,0.079
24.56,0.57,1,0.032
32.1,12.55,3,0.084
30.59,11.61,3,0.072
16.19,0.8,1,0.022
37.66,3.33,2,0.352
58.48,3.31,2,0.475
21.86,1.64,1,0.004
182.88,1.26,2,0.042
222.3,2.61,1,0.054
19.59,0.97,1,0.025
187.86,3.25,2,0.055
28.64,2.24,2,0.337
35.88,10.58,3,0.025
167.43,1.85,2,0.022
193.78,2.96,2,0.023
56.75,12.04,3,0.083
207.68,3.2,1,0.105
48.32,4.51,2,0.195
38.79,9.36,3,0.051
56.15,2.94,2,0.255
183.92,1.62,2,0.028
31.48,1.95,1,0.014
54.12,4.86,2,0.437
33.77,9.44,4,0.146
35.44,11.14,3,0.15
198.54,2.23,2,0.065
219.17,1.27,2,0.054
36.78,0.45,1,0.02
47.26,2.75,2,0.431
37.92,1.82,3,0.424
236.4,0.99,2,0.053
166.21,1.38,2,0.046
25.3,10.1,2,0.1
27.84,12.6,3,0.041
164.16,2.04,2,0.043
161.69,1.93,1,0.054
203.91,1.83,2,0.078
35.72,9.7,3,0.157
28.84,12.72,3,0.103
220.07,0.97,2,0.018
52.82,2.47,2,0.315
211.02,2.59,2,0.109
33.39,12.44,4,0.11
48.84,11.7,4,0.118
156.29,1.4,2,0.042
264.72,2.48,2,0.077
184.06,2.31,3,0.035
162.28,2.83,3,0.036
180.15,1.77,3,0.025
23.81,11.71,3,0.081
167.16,2.42,3,0.043
213.23,2.98,2,0.073
40.84,4.15,2,0.371
41.7,4.31,2,0.455
33.7,0.85,1,0.018
180.94,1.49,2,0.077
187.58,2.13,1,0.091
165.89,2.39,2,0.0
43.34,2.62,2,0.382
202.77,2.49,2,0.055
20.6,0.75,1,0.038
34.7,13.47,3,0.088
173.65,1.61,1,0.102
34.52,15.78,4,0.139
22.25,0.73,1,0.018
41.45,13.12,3,0.098
39.95,2.78,1,0.308
43.94,12.49,4,0.092
34.1,12.44,3,0.115
194.01,1.89,3,0.064
30.53,13.37,3,0.123
35.71,2.76,2,0.475
16.26,0.6,1,0.028
46.33,4.23,2,0.363
35.9,10.74,4,0.102
42.66,1.46,2,0.346
41.67,2.53,2,0.278
35.24,11.66,4,0.028
50.3,3.36,2,0.357
35.27,3.25,3,0.253
208.72,2.61,2,0.01
155.99,1.84,3,0.072
22.5,12.26,5,0.124
39.93,14.1,4,0.081
24.04,12.58,4,0.09
207.45,1.26,3,0.0
223.05,2.36,2,0.017
174.11,2.53,2,0.073
181.2,1.5,2,0.066
41.43,11.42,1,0.094
43.11,3.61,2,0.177
48.42,3.13,2,0.273
26.1,13.53,2,0.089
45.36,2.96,2,0.377
46.35,1.46,3,0.386
168.17,1.57,3,0.023
32.91,14.39,2,0.057
26.01,11.28,4,0.109
26.63,3.28,3,0.291
48.69,5.19,3,0.531
41.66,16.91,3,0.145
41.47,12.16,2,0.131
36.96,1.2,1,0.0
27.61,3.81,2,0.279
33.63,1.62,1,0.024
44.92,1.68,2,0.529
30.16,11.96,2,0.143
24.34,1.14,1,0.027
182.53,0.75,1,0.023
235.39,1.99,1,0.054
39.93,3.14,2,0.472
16.03,1.24,1,0.041
58.67,3.62,2,0.161
19.28,1.21,1,0.0
49.72,2.74,3,0.318
26.34,8.9,3,0.16
24.51,14.32,3,0.102
44.82,2.21,1,0.294
179.87,2.83,2,0.074
249.99,2.33,2,0.007
237.6,2.08,3,0.055
23.84,0.85,1,0.0
40.01,2.32,3,0.313
35.15,11.03,3,0.117
150.81,2.61,1,0.054
217.39,1.97,2,0.03
37.15,14.61,2,0.128
39.18,11.77,4,0.107
36.37,4.9,3,0.464
187.56,2.02,3,0.005
36.95,12.98,3,0.13
40.89,3.06,2,0.269
36.72,10.62,4,0.12
46.36,2.67,2,0.339
55.34,2.46,2,0.382
39.11,10.22,2,0.09
40.46,2.26,3,0.322
38.96,2.27,2,0.251
38.07,3.33,2,0.271
34.9,3.13,2,0.511
45.55,2.15,2,0.362
48.64,3.58,3,0.342
24.4,8.7,3,0.091
25.92,12.89,2,0.109
42.11,2.37,2,0.379
46.43,16.18,3,0.067
205.73,2.68,1,0.062
35.21,10.12,2,0.152
220.8,2.13,2,0.0
53.13,1.87,2,0.272
48.63,10.67,3,0.176
208.66,2.29,2,0.055
202.36,0.69,2,0.017
26.6,0.86,1,0.031
22.58,1.97,1,0.011
209.61,1.29,1,0.054
45.26,3.8,2,0.315
34.94,3.88,2,0.41
34.05,10.02,3,0.115
255.24,1.41,2,0.046
29.91,12.39,2,0.021
39.52,2.77,2,0.304
214.21,2.57,2,0.104
222.92,3.34,2,0.074
192.5,1.82,2,0.043
211.64,2.7,2,0.084
47.03,9.19,3,0.115
162.29,1.77,2,0.059
209.61,1.86,3,0.033
26.1,0.58,1,0.009
13.4,0.51,1,0.034
27.11,14.57,3,0.032
26.55,1.63,1,0.005
29.39,1.3,1,0.028
37.45,3.01,2,0.393
50.66,2.56,2,0.288
23.18,1.35,1,0.037
261.14,2.99,2,0.106
37.9,14.0,2,0.077
29.4,8.83,2,0.052
60.65,3.21,2,0.386
52.73,1.76,1,0.281
31.93,1.03,1,0.0
46.54,3.33,3,0.262
203.31,1.98,2,0.1
42.48,4.03,2,0.495
32.76,11.42,2,0.098
41.52,3.28,2,0.217
34.35,5.6,2,0.364
173.2,1.48,1,0.038
62.78,3.99,3,0.484
162.73,1.96,2,0.047
21.02,3.44,3,0.29
51.91,3.66,2,0.325
184.68,2.65,2,0.033
42.77,13.03,2,0.081
68.98,2.45,2,0.372
168.7,2.88,2,0.071
25.55,1.16,1,0.039
29.21,7.91,3,0.063
15.58,0.5,1,0.031
35.82,12.73,4,0.104
31.89,2.82,1,0.412
172.56,2.09,2,0.073
228.16,1.74,2,0.039
200.65,1.93,2,0.043
51.9,1.24,2,0.292
48.62,3.1,2,0.461
177.81,1.75,2,0.015
13.79,1.45,1,0.069
37.27,10.74,3,0.088
28.24,11.94,2,0.1
24.99,2.8,2,0.202
17.38,1.14,1,0.029
47.35,2.29,2,0.493
243.19,1.46,2,0.135
23.19,12.19,4,0.083
185.83,1.85,2,0.081
41.46,7.25,3,0.077
28.73,12.19,3,0.113
32.73,6.27,3,0.099
36.06,13.88,3,0.097
178.12,2.19,1,0.029
50.35,3.81,2,0.373
40.19,11.11,3,0.134
214.7,2.7,2,0.055
208.11,1.89,2,0.055
45.3,16.08,3,0.122
16.6,0.49,1,0.0
34.88,16.01,3,0.161
46.4,3.49,2,0.398
30.99,0.98,1,0.0
175.11,1.94,1,0.04
53.94,1.72,2,0.293
34.1,10.61,2,0.093
25.3,13.12,3,0.068
31.35,13.06,3,0.046
24.06,1.42,1,0.039
23.35,9.35,2,0.078
29.05,1.5,1,0.009
44.06,13.73,3,0.0
195.62,2.52,2,0.016
30.55,2.62,2,0.41
47.42,10.39,3,0.119
52.48,1.26,2,0.43
38.98,9.37,4,0.14
47.9,3.2,2,0.436
45.11,2.77,3,0.293
208.36,2.15,1,0.076
164.87,2.57,2,0.057
47.98,2.55,2,0.367
181.97,2.05,3,0.06
42.81,3.51,3,0.35
161.51,1.75,2,0.029
39.24,3.91,2,0.434
19.14,0.78,1,0.0
24.94,0.73,2,0.021
25.97,1.46,1,0.011
19.95,0.68,1,0.055
267.9,2.0,3,0.067
45.38,2.75,2,0.396
38.41,8.58,3,0.107
204.39,2.17,2,0.093
185.48,1.3,2,0.107
250.62,1.31,1,0.001
215.73,3.15,1,0.06
29.41,1.1,1,0.042
54.71,2.7,3,0.259
37.22,10.14,4,0.073
28.82,1.41,1,0.025
41.29,11.1,4,0.079
51.47,2.88,2,0.301
35.88,1.86,2,0.388
221.35,0.87,2,0.075
42.28,13.83,3,0.08
211.36,2.39,1,0.074
201.41,2.29,1,0.052
38.1,1.62,1,0.373
31.32,15.27,3,0.143
7.2,15.72,4,0.114
21.5,0.47,1,0.042
50.9,2.1,3,0.3
45.54,3.58,2,0.397
43.51,2.76,2,0.336
24.88,1.17,1,0.042
34.53,11.35,3,0.089
36.74,11.38,3,0.108
188.21,2.08,3,0.014
34.58,9.35,3,0.125
33.42,9.61,2,0.146
186.56,2.39,3,0.04
43.74,2.15,3,0.284
30.41,14.65,2,0.038
32.18,16.52,3,0.079
33.61,11.24,3,0.058
24.47,16.21,5,0.119
198.09,1.62,3,0.07
172.46,1.78,2,0.013
44.31,1.96,2,0.401
18.43,1.85,1,0.359
159.29,3.1,1,0.077
36.93,12.63,2,0.085
194.69,1.89,2,0.027
51.49,2.62,2,0.228
36.63,10.41,2,0.059
34.99,16.2,1,0.153
163.88,2.87,3,0.101
37.42,8.1,1,0.093
215.47,2.43,2,0.07
28.42,10.29,3,0.052
48.41,3.49,2,0.346
47.06,10.81,4,0.089
30.16,1.6,1,0.049
36.52,11.86,4,0.128
194.1,1.85,3,0.059
34.03,1.04,1,0.015
30.91,17.17,3,0.125
18.42,15.28,4,0.096
185.25,2.2,3,0.084
43.83,16.01,2,0.07
33.21,12.31,4,0.013
196.68,2.74,1,0.013
38.16,14.57,3,0.152
53.48,2.97,3,0.386
47.94,1.98,2,0.456
194.02,2.18,1,0.041
217.48,2.28,2,0.092
243.3,1.71,2,0.069
42.72,13.12,4,0.076
50.39,2.52,2,0.23
162.31,1.68,1,0.061
40.42,2.6,2,0.324
53.95,3.54,2,0.305
198.82,1.69,1,0.085
41.31,2.81,2,0.229
42.61,4.03,2,0.253
20.86,0.49,1,0.028
34.54,0.64,1,0.002
222.44,1.85,2,0.051
21.36,11.37,3,0.136
41.73,15.01,4,0.082
27.13,0.52,1,0.018
51.98,3.45,2,0.358
15.87,3.2,2,0.411
216.7,1.57,2,0.059
42.18,2.74,2,0.414
28.49,0.8,1,0.014
43.81,3.31,3,0.584
51.72,2.77,1,0.412
44.67,8.24,2,0.042
182.84,1.76,2,0.072
192.76,2.42,2,0.056
194.38,1.93,3,0.023
30.64,11.54,3,0.101
34.31,16.14,3,0.065
225.79,0.85,2,0.046
193.27,1.56,2,0.032
53.13,6.7,3,0.165
182.8,1.37,2,0.005
55.17,4.65,2,0.303
27.76,1.07,1,0.004
29.25,10.82,3,0.099
210.46,0.7,1,0.095
47.28,2.26,2,0.392
33.08,3.19,2,0.238
30.23,0.63,1,0.009
35.13,11.66,3,0.049
35.85,12.82,3,0.105
176.64,1.45,2,0.102
23.88,17.84,3,0.1
53.1,2.62,1,0.297
36.1,11.83,2,0.142
154.49,2.91,2,0.048
33.92,3.0,1,0.416
17.67,0.9,1,0.01
20.45,1.39,1,0.055
30.09,14.48,3,0.12
39.64,9.23,4,0.102
44.62,14.77,2,0.063
31.91,0.84,1,0.029
139.76,0.84,3,0.0
36.8,13.49,3,0.094
30.65,0.2,2,0.018
181.88,1.73,2,0.043
22.82,13.6,3,0.071
43.87,16.99,4,0.089
150.79,2.37,3,0.062
40.26,2.73,3,0.536
119.25,3.04,1,0.116
38.51,2.42,2,0.356
38.95,1.73,2,0.287
209.7,2.25,2,0.0
50.65,2.8,2,0.342
57.61,2.29,3,0.27
31.22,9.34,4,0.137
23.68,1.66,1,0.015
38.5,3.05,2,0.298
33.13,0.2,1,0.042
28.0,7.71,3,0.067
44.72,14.79,3,0.125
30.39,0.62,1,0.006
47.6,3.6,2,0.471
31.77,13.76,2,0.104
46.29,8.93,5,0.08
217.06,0.96,2,0.085
23.08,14.82,3,0.134
39.99,1.73,2,0.255
51.28,14.46,2,0.119
38.34,12.69,3,0.115
33.38,11.99,3,0.126
20.62,13.08,3,0.115
43.94,3.54,1,0.3
28.63,13.03,2,0.121
230.38,2.34,1,0.042
53.48,3.13,2,0.322
190.81,1.82,3,0.055
245.26,2.35,1,0.0
49.34,1.91,2,0.344
31.57,3.07,2,0.333
255.68,2.06,2,0.056
131.04,1.61,1,0.004
29.93,1.01,1,0.037
155.03,1.2,2,0.03
62.75,2.04,2,0.363
40.22,13.3,3,0.071
36.75,2.8,2,0.353
193.01,1.19,2,0.123
175.32,1.17,2,0.092
34.05,10.38,3,0.156
26.97,0.47,2,0.0
22.83,0.2,1,0.027
45.02,2.8,1,0.428
212.12,2.95,2,0.089
29.94,0.76,1,0.017
39.71,12.07,3,0.081
39.87,16.93,4,0.056
182.33,0.96,1,0.051
45.5,14.31,3,0.025
35.15,2.12,2,0.414
44.24,11.39,3,0.122
24.07,0.24,1,0.051
40.1,12.99,3,0.053
44.63,2.42,2,0.296
23.29,0.88,1,0.029
37.73,2.79,1,0.242
22.65,0.52,1,0.004
40.0,10.34,3,0.159
152.63,1.98,1,0.068
40.52,1.68,1,0.039
31.17,16.68,3,0.046
199.74,2.91,2,0.056
46.59,1.86,1,0.343
33.64,0.85,1,0.02
27.15,1.49,1,0.072
211.65,1.36,2,0.08
239.98,2.62,3,0.044
137.33,2.36,2,0.018
48.3,2.51,2,0.303
26.72,16.53,5,0.093
45.02,7.58,4,0.184
18.02,10.0,3,0.105
246.43,0.91,2,0.051
209.39,2.61,2,0.103
175.47,2.37,2,0.027
238.38,2.81,1,0.014
28.79,1.81,2,0.397
233.22,1.12,3,0.116
35.67,2.78,2,0.401
175.29,2.25,2,0.079
203.93,1.96,2,0.04
30.34,12.54,3,0.075
229.58,2.46,2,0.065
45.4,2.08,3,0.35
38.6,15.45,4,0.133
32.24,15.51,3,0.162
24.64,0.91,2,0.014
173.55,1.9,1,0.065
46.8,3.35,2,0.361
51.68,3.07,2,0.448
37.44,11.53,3,0.073
37.89,11.15,3,0.11
32.42,17.1,2,0.199
24.91,1.07,2,0.014
208.12,2.76,2,0.047
52.07,2.31,2,0.353
172.07,0.72,2,0.047
36.3,7.95,4,0.118
43.29,3.84,2,0.414
40.23,6.01,3,0.154
228.3,2.54,2,0.0
159.45,1.57,2,0.043
28.74,14.69,2,0.108
27.68,1.91,3,0.335
40.97,2.66,2,0.322
37.08,11.19,3,0.075
23.4,8.03,3,0.077
190.54,1.92,3,0.036
200.25,2.27,2,0.069
37.18,1.37,1,0.027
27.17,14.11,3,0.077
49.25,12.29,3,0.135
59.17,12.1,3,0.126
23.69,14.92,3,0.13
26.04,9.68,2,0.199
38.12,4.23,2,0.336
227.99,2.85,2,0.053
242.92,1.87,1,0.0
32.75,11.69,4,0.084
50.01,3.27,2,0.402
41.2,3.63,1,0.259
41.95,2.95,2,0.366
201.75,1.86,2,0.072
45.45,11.3,3,0.138
13.67,1.55,1,0.017
48.91,3.81,2,0.541
173.01,2.6,2,0.038
21.73,1.09,1,0.017
41.79,3.73,2,0.404
33.6,12.72,2,0.073
32.2,12.39,3,0.107
43.19,2.88,1,0.296
203.5,2.36,2,0.05
20.17,1.1,1,0.01
27.55,9.02,3,0.122
46.74,2.51,2,0.435
34.87,10.5,3,0.134
19.65,0.95,1,0.032
179.72,2.95,1,0.081
162.0,2.78,3,0.022
36.36,9.6,3,0.126
195.89,1.68,3,0.116
42.39,12.01,5,0.083
28.49,10.4,4,0.077
30.81,1.71,2,0.307
273.25,2.53,1,0.0
65.05,4.0,3,0.412
28.64,2.9,2,0.364
166.45,2.59,2,0.01
24.92,0.5,1,0.001
181.32,1.44,2,0.103
29.54,8.78,5,0.079
194.73,1.81,3,0.032
237.24,2.39,1,0.014
168.09,2.8,2,0.042
56.26,7.52,3,0.064
205.55,1.31,1,0.046
17.21,1.21,1,0.036
28.12,13.9,3,0.106
26.32,1.59,1,0.02
65.96,2.8,2,0.413
31.99,0.33,1,0.037
48.52,3.3,2,0.421
194.92,2.24,2,0.053
44.51,4.41,3,0.456
60.88,3.62,2,0.413
44.45,9.61,3,0.174
168.04,1.77,2,0.078
30.53,3.89,3,0.318
39.61,12.84,4,0.099
199.28,2.51,4,0.042
28.45,2.39,2,0.329
46.54,11.79,2,0.01
30.93,12.93,2,0.096
22.58,7.74,3,0.082
30.94,9.86,3,0.078
18.83,0.95,1,0.056
218.4,2.4,3,0.031
254.21,2.56,2,0.075
33.51,8.61,3,0.104
24.62,5.21,2,0.06
33.1,12.8,3,0.099
33.94,9.74,1,0.102
31.0,1.29,1,0.055
48.18,3.98,3,0.424
57.29,2.64,3,0.241
49.39,2.21,2,0.419
20.0,5.62,3,0.141
148.4,3.94,1,0.009
197.2,1.44,2,0.054
15.11,0.66,2,0.074
52.94,1.94,2,0.383
35.57,9.56,3,0.092
39.77,19.39,3,0.124
224.16,2.37,2,0.065
39.71,2.99,3,0.523
174.32,2.18,2,0.006
220.19,2.48,2,0.002
39.26,3.88,2,0.254
18.63,1.2,1,0.021
188.28,2.61,2,0.061
187.55,2.74,2,0.028
178.73,1.87,2,0.034
22.44,9.43,2,0.071
40.8,8.54,1,0.088
31.68,4.18,3,0.386
52.44,3.09,2,0.358
255.49,2.32,1,0.029
29.39,3.84,2,0.46
26.93,1.33,1,0.022
29.9,12.82,2,0.069
172.53,2.96,1,0.04
38.9,2.29,2,0.419
42.04,12.14,3,0.107
39.89,15.11,4,0.132
34.96,11.58,3,0.095
20.13,9.75,4,0.097
41.7,11.0,3,0.194
35.98,2.73,2,0.365
34.7,11.91,3,0.155
55.27,3.28,3,0.285
45.4,3.67,1,0.379
25.69,0.37,1,0.0
245.47,1.94,3,0.0
183.68,2.94,1,0.037
23.12,11.78,3,0.093
293.68,2.39,1,0.041
189.29,0.32,2,0.0
220.04,2.36,3,0.015
248.32,1.49,2,0.03
204.02,1.63,1,0.053
194.62,1.62,2,0.103
40.96,15.97,4,0.133
189.92,2.27,2,0.0
34.81,11.99,3,0.086
184.0,3.31,3,0.03
147.46,1.51,2,0.068
188.91,1.98,1,0.066
214.29,2.08,2,0.06
30.8,0.72,1,0.024
21.59,7.15,2,0.148
31.79,17.45,2,0.097
19.26,1.13,1,0.058
205.17,2.4,2,0.065
229.04,1.17,3,0.0
232.92,2.07,2,0.013
49.93,7.02,3,0.057
34.4,8.73,2,0.088
251.92,2.0,1,0.04
19.49,0.36,1,0.028
184.94,1.7,3,0.0
24.84,0.27,2,0.024
149.32,1.96,2,0.075
33.46,14.46,2,0.144
30.83,1.15,1,0.044
40.69,12.31,2,0.099
149.75,2.32,3,0.031
26.87,2.17,2,0.207
27.46,1.1,1,0.077
223.2,2.23,2,0.043
47.77,11.68,1,0.139
47.91,2.43,1,0.352
220.87,1.64,2,0.033
200.1,2.12,2,0.029
33.45,3.97,1,0.39
201.91,2.58,3,0.018
37.09,4.13,2,0.402
34.78,15.51,3,0.135
222.28,2.03,1,0.0
49.77,2.71,2,0.261
179.65,1.9,1,0.085
241.15,1.34,2,0.087
20.02,12.39,2,0.073
26.02,0.73,1,0.044
32.41,9.24,4,0.13
37.23,1.79,2,0.346
29.16,0.88,1,0.009
272.88,2.64,2,0.083
50.5,3.4,2,0.368
26.21,1.43,1,0.012
30.32,1.12,1,0.014
68.79,1.35,1,0.365
23.01,11.35,4,0.1
46.53,3.25,3,0.304
43.53,11.38,2,0.165
26.8,1.19,2,0.036
215.4,2.26,3,0.037
50.38,2.97,1,0.487
55.92,3.22,2,0.198
32.01,14.94,4,0.078
180.16,2.28,2,0.026
210.8,1.42,2,0.05
62.25,3.26,2,0.43
52.37,1.81,2,0.27
174.01,1.8,2,0.026
47.92,3.62,2,0.347
27.24,0.45,1,0.031
29.19,2.89,2,0.331
185.94,1.61,2,0.027
205.46,2.3,3,0.051
241.67,2.24,2,0.103
17.77,0.88,1,0.035
36.73,11.66,3,0.146
28.68,9.9,2,0.093
34.15,1.26,1,0.031
241.84,2.3,2,0.088
203.3,1.13,2,0.068
33.68,1.63,1,0.055
50.95,8.01,3,0.083
165.35,0.56,2,0.034
51.36,4.26,3,0.468
33.29,0.87,1,0.043
219.57,2.25,2,0.0
28.88,14.08,2,0.159
37.57,0.38,1,0.045
31.64,1.37,1,0.01
36.54,12.67,3,0.136
173.68,1.45,3,0.066
22.51,0.64,1,0.021
253.85,2.48,2,0.074
40.25,8.62,3,0.143
215.84,1.31,2,0.073
53.88,3.45,3,0.252
32.85,11.07,3,0.049
42.76,13.33,3,0.063
136.27,2.9,3,0.094
37.0,3.46,2,0.372
36.21,12.21,3,0.097
190.65,2.9,2,0.067
19.86,13.67,2,0.072
35.49,9.26,2,0.111
203.72,2.69,1,0.0
52.9,4.48,2,0.45
28.45,11.89,3,0.156
62.62,5.12,2,0.226
26.33,11.15,3,0.097
192.45,1.61,3,0.051
36.28,12.56,2,0.154
38.28,2.41,2,0.345
30.59,13.57,2,0.02
21.74,1.07,1,0.021
47.72,15.6,4,0.147
29.56,1.07,1,0.013
25.41,10.1,2,0.071
39.55,3.03,2,0.26
17.37,1.12,1,0.023
236.61,1.71,3,0.072
18.74,0.7,1,0.034
56.69,4.02,2,0.411
38.83,2.51,3,0.334
194.22,1.86,1,0.065
42.32,3.36,2,0.266
45.26,2.98,3,0.363
40.27,12.06,2,0.125
39.37,5.48,2,0.216
144.0,2.14,2,0.09
37.56,9.01,3,0.08
37.95,14.84,2,0.086
211.16,3.75,1,0.083
23.92,1.22,1,0.062
52.21,11.45,4,0.171
186.59,2.96,3,0.036
41.12,9.84,2,0.158
152.99,2.94,1,0.048
51.29,1.91,2,0.357
45.03,12.22,3,0.14
21.72,0.8,1,0.012
11.34,1.5,1,0.0
246.55,1.92,2,0.054
27.51,3.73,3,0.211
21.41,0.67,1,0.0
49.08,3.37,2,0.432
25.68,1.57,1,0.002
222.08,2.64,2,0.043
32.11,0.77,1,0.022
24.25,0.75,1,0.033
51.31,3.82,3,0.253
51.95,3.3,2,0.346
140.14,2.17,1,0.098
40.47,3.0,3,0.271
207.3,3.0,2,0.053
54.95,4.87,2,0.397
288.16,2.5,1,0.005
25.66,9.28,2,0.085
202.41,2.03,2,0.006
36.9,10.98,4,0.088
208.12,1.75,2,0.029
40.61,1.43,1,0.028
26.63,0.39,1,0.005
38.56,12.44,4,0.104
29.38,1.48,1,0.039
55.19,2.23,1,0.38
53.89,19.13,2,0.057
270.05,2.1,1,0.061
134.6,3.04,2,0.025
181.71,2.54,3,0.083
20.61,0.63,1,0.021
43.48,3.69,3,0.317
42.53,11.93,5,0.112
29.29,0.67,2,0.024
40.52,12.85,3,0.139
38.19,12.15,3,0.094
28.69,10.53,4,0.085
33.59,11.43,2,0.078
50.94,2.59,3,0.42
31.37,2.31,2,0.206
266.01,2.56,2,0.067
199.26,2.38,3,0.048
29.51,1.82,1,0.016
26.5,12.74,2,0.058
34.22,2.29,3,0.337
46.8,2.81,3,0.393
38.35,16.89,3,0.14
35.01,14.26,4,0.066
42.26,3.44,2,0.299
35.62,0.88,1,0.002
32.73,14.9,3,0.165
213.07,2.54,2,0.1
23.19,1.28,1,0.033
39.27,9.58,2,0.009
60.49,2.92,2,0.274
170.63,3.22,2,0.05
240.28,2.23,2,0.054
195.74,1.84,2,0.0
16.06,1.14,1,0.019
185.43,1.89,2,0.036
43.67,3.08,2,0.252
40.49,3.21,2,0.492
29.58,11.34,4,0.047
27.95,1.5,1,0.029
238.55,2.09,2,0.105
32.66,1.73,1,0.184
41.88,12.38,2,0.09
53.53,3.16,1,0.451
189.23,1.31,2,0.025
31.47,3.86,3,0.324
22.82,0.8,1,0.0
156.7,1.38,2,0.054
202.58,2.31,2,0.001
43.39,7.91,3,0.049
31.07,0.64,1,0.003
26.3,1.01,1,0.0
28.41,1.21,1,0.0
29.47,1.22,1,0.024
44.23,13.25,4,0.118
231.21,1.27,1,0.054
24.25,15.06,4,0.033
224.4,1.59,1,0.044
50.58,2.41,2,0.392
261.7,2.54,2,0.022
38.29,8.49,3,0.036
25.91,0.4,1,0.011
51.31,2.33,2,0.409
58.34,2.78,2,0.406
21.92,1.0,1,0.054
178.12,2.56,2,0.08
41.57,11.57,2,0.083
33.74,10.56,2,0.0
31.71,12.88,3,0.12
194.83,1.72,2,0.061
49.45,3.27,3,0.474
208.2,2.1,3,0.078
165.36,1.98,2,0.072
188.56,2.36,3,0.0
217.23,3.15,3,0.017
38.58,13.5,2,0.056
38.03,8.65,3,0.166
48.5,8.25,3,0.213
35.92,13.15,2,0.124
23.14,1.05,1,0.006
33.37,2.67,2,0.348
222.13,2.53,2,0.038
25.73,1.84,1,0.0
158.5,2.24,2,0.061
34.31,18.22,3,0.12
17.74,1.55,1,0.012
168.27,1.7,2,0.018
231.95,1.92,3,0.066
32.68,12.77,3,0.108
189.89,3.09,3,0.026
33.06,11.86,3,0.065
26.12,1.25,1,0.015
30.82,0.85,1,0.004
33.58,1.96,3,0.286
30.44,11.02,3,0.163
30.4,10.67,3,0.097
39.65,2.31,1,0.228
41.99,10.9,3,0.111
207.82,3.01,2,0.035
147.62,1.72,3,0.018
14.98,0.74,1,0.05
51.29,2.91,2,0.435
39.93,3.4,2,0.426
191.47,1.13,1,0.024
27.52,17.1,4,0.075
44.0,2.61,3,0.353
39.28,13.31,3,0.059
54.71,1.99,1,0.359
32.03,0.87,1,0.045
37.31,11.22,3,0.111
53.63,2.29,2,0.402
51.15,2.92,2,0.416
28.08,9.64,2,0.181
188.72,1.46,2,0.05
190.76,3.45,2,0.076
26.74,1.46,1,0.005
31.79,8.28,4,0.097
43.84,2.15,2,0.523
189.34,2.14,1,0.071
33.48,3.83,2,0.41
36.68,12.84,4,0.088
22.1,1.26,1,0.027
176.26,2.96,2,0.021
226.81,1.46,3,0.03
33.51,15.35,3,0.141
199.32,2.47,2,0.032
192.94,2.66,2,0.083
185.74,2.43,2,0.078
38.93,9.1,5,0.167
190.11,1.99,2,0.085
103.66,2.82,3,0.026
170.82,1.86,1,0.043
40.19,3.86,3,0.275
220.18,2.96,3,0.085
44.93,3.86,2,0.393
35.38,6.53,2,0.12
32.94,13.29,4,0.116
33.29,6.7,3,0.1
17.54,1.26,1,0.033
157.67,2.41,3,0.037
30.87,14.39,3,0.082
31.03,13.63,4,0.0
21.75,3.86,3,0.378
27.17,0.47,1,0.038
244.43,2.25,2,0.0
30.16,10.96,3,0.093
202.35,2.54,3,0.043
38.84,9.14,4,0.116
240.33,1.93,2,0.052
44.44,12.13,2,0.127
27.25,2.36,2,0.372
29.35,11.7,4,0.054
215.92,1.4,2,0.078
30.34,8.89,3,0.074
17.95,0.93,1,0.03
48.37,2.82,2,0.419
253.13,1.53,2,0.072
39.87,13.09,3,0.168
24.56,0.88,2,0.07
39.88,4.58,2,0.356
47.47,3.85,2,0.282
234.5,2.41,2,0.031
49.02,3.65,2,0.167
236.7,2.03,2,0.048
45.71,11.86,2,0.08
33.92,10.45,3,0.102
161.76,1.3,2,0.045
39.86,12.19,2,0.108
27.8,1.9,2,0.348
52.42,3.78,2,0.417
191.13,2.05,1,0.032
203.12,2.92,2,0.037
29.73,0.56,1,0.013
180.18,3.4,1,0.053
34.34,12.98,3,0.025
49.69,3.29,2,0.305
141.64,2.8,2,0.0
143.41,0.82,2,0.036
188.91,1.98,2,0.035
228.01,2.14,2,0.065
42.48,3.8,2,0.415
