AvgOrderValue,PurchaseFrequency,NumProductCategoriesShoppedIn,AvgDiscountUsed,Cluster
46.7,10.76,3,0.021,0
26.38,0.71,1,0.0,2
23.75,11.32,4,0.09,0
63.37,3.28,2,0.405,3
15.92,0.98,1,0.046,2
32.55,1.21,1,0.038,2
26.21,13.75,4,0.071,0
38.78,2.77,3,0.43,3
38.06,2.55,2,0.244,3
47.43,2.0,2,0.329,3
39.96,10.68,3,0.097,0
59.07,3.52,2,0.321,3
236.98,1.34,1,0.069,1
42.79,12.32,2,0.077,0
26.4,14.37,2,0.052,0
43.27,11.05,3,0.067,0
177.97,1.61,2,0.065,1
184.83,2.23,2,0.069,1
29.46,1.35,2,0.04,2
25.07,0.93,1,0.026,2
44.05,2.41,1,0.434,3
41.88,3.41,2,0.353,3
45.72,12.9,2,0.138,0
31.43,8.43,4,0.098,0
45.64,3.58,3,0.363,3
45.0,1.86,3,0.291,3
28.83,12.14,3,0.134,0
36.67,3.23,2,0.403,3
24.8,0.33,1,0.025,2
25.55,1.15,1,0.028,2
167.48,0.85,2,0.099,1
35.57,10.68,3,0.081,0
29.17,4.94,2,0.37,3
31.6,0.39,1,0.0,2
32.26,2.21,3,0.359,3
174.55,2.23,1,0.074,1
40.5,8.83,4,0.096,0
209.0,2.99,2,0.007,1
46.62,3.12,2,0.423,3
24.54,0.34,1,0.013,2
22.96,15.57,4,0.048,0
23.07,0.63,1,0.033,2
55.89,3.21,2,0.331,3
175.38,2.55,2,0.048,1
28.66,1.29,1,0.036,2
43.27,11.51,3,0.125,0
44.95,2.07,3,0.378,3
212.21,1.92,1,0.038,1
218.54,2.65,2,0.029,1
251.0,1.9,1,0.067,1
53.6,4.32,2,0.476,3
44.27,11.59,3,0.077,0
68.62,2.87,3,0.46,3
39.73,11.45,3,0.069,0
29.35,11.09,4,0.116,0
30.29,3.38,3,0.087,0
35.7,2.6,2,0.194,3
29.5,8.05,2,0.136,0
273.27,1.95,1,0.057,1
27.76,0.81,1,0.016,2
181.06,2.1,2,0.068,1
27.08,1.36,1,0.003,2
28.69,1.58,1,0.036,2
45.55,15.46,4,0.043,0
214.78,1.49,2,0.049,1
40.9,2.86,2,0.455,3
207.56,2.1,2,0.07,1
147.98,1.61,3,0.032,1
42.44,13.97,3,0.15,0
41.18,2.51,2,0.382,3
210.56,3.23,2,0.066,1
29.2,17.23,3,0.062,0
46.11,9.33,3,0.129,0
34.75,2.8,1,0.475,3
35.02,11.7,3,0.03,0
161.7,1.98,2,0.053,1
33.59,11.29,3,0.067,0
35.95,9.06,3,0.118,0
218.98,2.57,3,0.014,1
39.53,11.48,3,0.141,0
32.5,12.98,2,0.101,0
49.05,2.35,1,0.26,3
36.97,1.0,1,0.027,2
66.01,4.29,3,0.289,3
56.61,2.26,3,0.395,3
38.28,4.33,2,0.282,3
230.47,1.76,2,0.048,1
48.65,3.37,2,0.307,3
34.56,13.85,3,0.124,0
29.69,1.54,1,0.0,2
32.37,8.48,2,0.127,0
54.76,15.51,3,0.101,0
37.73,13.51,2,0.043,0
45.26,3.67,2,0.422,3
31.05,3.85,2,0.408,3
20.88,0.88,2,0.005,2
35.63,3.79,2,0.371,3
210.57,1.86,1,0.04,1
225.61,2.79,3,0.046,1
24.68,0.54,1,0.022,2
28.6,0.97,1,0.052,2
229.48,2.94,2,0.049,1
32.96,10.88,2,0.037,0
19.47,11.8,3,0.137,0
184.97,1.53,2,0.052,1
28.02,1.04,1,0.003,2
220.19,1.32,2,0.044,1
30.39,11.44,3,0.165,0
251.27,2.69,2,0.03,1
31.22,6.25,3,0.149,0
218.14,1.59,2,0.071,1
42.2,10.58,4,0.077,0
8.78,0.65,1,0.016,2
45.52,12.37,4,0.123,0
198.33,2.34,1,0.054,1
49.32,11.14,3,0.111,0
40.81,9.26,2,0.029,0
38.55,14.89,3,0.129,0
25.35,0.75,1,0.0,2
52.25,3.99,2,0.435,3
31.31,13.37,3,0.08,0
210.74,1.55,2,0.077,1
39.59,4.34,2,0.508,3
37.07,3.26,3,0.282,3
57.25,3.89,1,0.272,3
36.93,0.91,1,0.028,2
63.12,2.66,2,0.436,3
123.16,1.04,2,0.055,1
24.56,1.1,1,0.0,2
50.44,2.77,1,0.374,3
29.8,11.12,3,0.117,0
26.55,0.36,1,0.0,2
190.78,2.07,2,0.081,1
66.03,3.26,2,0.418,3
190.31,1.48,1,0.0,1
25.12,0.83,1,0.015,2
38.12,2.5,2,0.246,3
59.49,2.59,1,0.254,3
50.22,3.59,1,0.214,2
182.18,2.07,2,0.084,1
32.55,12.81,1,0.169,0
145.1,2.29,2,0.0,1
204.05,2.55,3,0.07,1
222.17,3.61,2,0.031,1
37.3,14.07,2,0.115,0
28.74,1.04,1,0.0,2
26.56,2.66,2,0.361,3
175.13,1.29,2,0.008,1
41.02,10.22,2,0.06,0
33.0,10.32,3,0.162,0
36.59,11.04,3,0.053,0
39.07,1.59,1,0.0,2
58.02,3.24,2,0.337,3
231.4,2.53,1,0.042,1
32.35,0.93,1,0.011,2
25.75,0.91,1,0.005,2
17.91,1.06,1,0.003,2
28.32,10.34,3,0.054,0
29.75,1.1,1,0.0,2
40.75,4.25,2,0.513,3
49.55,3.98,2,0.413,3
50.29,14.52,4,0.154,0
56.98,3.18,2,0.234,3
176.9,1.54,3,0.069,1
44.74,2.33,3,0.359,3
189.51,1.94,2,0.024,1
22.25,12.69,4,0.09,0
35.52,2.35,3,0.333,3
33.08,14.39,3,0.122,0
211.01,2.32,1,0.033,1
22.56,12.41,3,0.102,0
22.01,8.98,2,0.124,0
192.35,2.21,2,0.009,1
144.7,1.54,2,0.053,1
33.39,12.64,4,0.057,0
189.44,2.45,3,0.112,1
23.61,12.38,3,0.036,0
35.81,9.59,3,0.129,0
29.55,0.2,1,0.011,2
45.82,2.16,1,0.238,3
210.79,3.14,1,0.043,1
45.93,10.96,2,0.127,0
38.16,2.35,2,0.373,3
55.66,2.72,2,0.432,3
34.31,14.76,3,0.132,0
168.25,2.74,2,0.04,1
46.83,3.94,2,0.299,3
23.65,14.39,4,0.132,0
39.64,13.4,3,0.093,0
27.16,0.99,1,0.029,2
238.05,1.91,2,0.058,1
36.21,1.05,1,0.007,2
19.33,0.96,1,0.036,2
33.9,15.95,3,0.06,0
21.07,1.5,2,0.0,2
33.95,12.23,3,0.127,0
43.22,3.52,2,0.321,3
35.43,12.06,3,0.095,0
28.75,0.79,1,0.028,2
43.9,10.48,3,0.128,0
50.81,2.24,2,0.371,3
166.23,2.07,2,0.069,1
180.24,1.54,2,0.033,1
35.03,4.87,1,0.476,3
205.32,2.68,4,0.076,1
46.95,3.04,1,0.302,3
60.82,2.5,2,0.26,3
46.14,2.58,2,0.332,3
26.0,1.6,1,0.006,2
35.39,0.41,1,0.013,2
35.72,12.12,2,0.079,0
40.56,3.99,3,0.249,3
43.6,2.98,2,0.35,3
202.48,2.49,2,0.068,1
31.11,15.14,4,0.112,0
49.93,2.8,2,0.338,3
30.72,1.49,1,0.076,2
241.03,0.88,2,0.055,1
42.02,6.11,3,0.112,0
163.02,2.02,3,0.033,1
27.72,13.44,3,0.1,0
54.77,3.92,3,0.286,3
261.97,1.27,1,0.077,1
49.37,3.33,3,0.512,3
35.02,2.43,2,0.308,3
37.72,1.35,1,0.014,2
37.35,10.19,3,0.134,0
15.09,1.07,1,0.012,2
39.0,8.78,3,0.042,0
22.78,1.32,2,0.019,2
164.29,1.27,3,0.042,1
203.42,1.82,2,0.033,1
35.94,13.66,5,0.123,0
256.0,1.18,2,0.081,1
204.36,1.21,3,0.016,1
253.78,2.16,3,0.068,1
43.0,12.71,3,0.053,0
47.76,2.07,2,0.394,3
38.55,13.23,2,0.075,0
44.65,8.67,2,0.086,0
142.67,2.36,1,0.066,1
205.53,2.29,1,0.065,1
45.44,3.04,2,0.276,3
21.7,9.12,2,0.099,0
67.21,2.39,2,0.465,3
27.03,12.44,4,0.148,0
208.78,1.71,2,0.103,1
28.39,0.2,1,0.031,2
36.67,10.76,4,0.12,0
183.96,0.28,3,0.04,1
159.53,1.7,2,0.0,1
37.05,11.83,3,0.09,0
177.06,1.16,2,0.069,1
38.56,1.12,1,0.01,2
21.65,0.56,1,0.013,2
49.65,2.25,3,0.45,3
20.55,0.5,1,0.022,2
19.7,0.29,1,0.002,2
51.49,3.61,1,0.306,3
30.25,1.09,1,0.031,2
52.27,3.01,2,0.403,3
219.42,1.02,2,0.033,1
217.32,2.2,3,0.033,1
24.32,12.6,3,0.077,0
47.96,3.86,2,0.325,3
61.19,4.31,2,0.232,3
37.8,11.58,3,0.082,0
221.56,1.87,2,0.096,1
62.63,2.82,2,0.35,3
17.05,0.8,1,0.0,2
173.59,1.83,1,0.096,1
29.48,2.71,3,0.364,3
49.84,8.27,2,0.094,0
50.17,2.41,3,0.219,3
166.35,2.18,2,0.058,1
44.87,13.6,2,0.073,0
37.06,3.02,2,0.437,3
39.24,3.47,3,0.536,3
34.75,9.72,3,0.081,0
55.96,1.71,2,0.369,3
18.67,0.27,1,0.0,2
21.99,0.87,1,0.066,2
229.17,2.04,1,0.057,1
183.89,3.08,2,0.12,1
25.79,1.13,2,0.036,2
34.81,0.77,1,0.002,2
228.26,2.69,2,0.089,1
32.43,10.45,3,0.056,0
218.69,2.47,3,0.012,1
42.77,10.17,3,0.052,0
49.1,4.42,3,0.384,3
30.19,12.68,3,0.047,0
252.45,1.75,2,0.107,1
49.14,1.27,2,0.294,3
25.21,11.81,4,0.052,0
33.01,9.94,3,0.105,0
39.92,11.68,4,0.114,0
162.41,2.11,2,0.04,1
45.45,2.94,2,0.411,3
23.06,0.45,1,0.045,2
221.85,1.79,1,0.036,1
59.29,4.4,2,0.331,3
21.73,4.29,2,0.239,3
35.67,1.83,1,0.356,3
215.4,1.15,2,0.111,1
36.27,13.69,2,0.055,0
21.91,1.45,1,0.012,2
54.36,2.82,2,0.36,3
14.45,1.04,2,0.001,2
26.28,0.6,1,0.018,2
251.2,2.45,2,0.063,1
196.68,2.31,3,0.075,1
232.92,2.49,3,0.046,1
26.67,1.25,1,0.011,2
24.96,1.4,1,0.007,2
220.16,2.14,2,0.049,1
38.42,0.9,1,0.033,2
25.78,1.24,1,0.047,2
193.64,1.42,2,0.054,1
218.28,0.74,1,0.047,1
46.62,10.25,3,0.074,0
37.39,2.55,1,0.378,3
210.88,2.43,2,0.0,1
45.1,3.07,4,0.307,3
206.71,1.5,2,0.012,1
205.54,2.2,2,0.084,1
32.55,12.81,3,0.031,0
39.64,3.28,1,0.39,3
36.18,1.18,1,0.051,2
217.41,1.98,2,0.024,1
45.95,13.5,5,0.17,0
32.63,9.2,4,0.065,0
25.47,1.2,1,0.0,2
48.63,2.67,2,0.196,3
193.57,2.34,2,0.04,1
162.67,2.64,2,0.054,1
159.49,2.02,3,0.011,1
40.28,2.83,3,0.466,3
63.35,1.02,2,0.204,3
31.37,15.73,3,0.152,0
190.82,2.03,2,0.079,1
63.57,2.69,2,0.426,3
38.04,8.48,2,0.101,0
22.54,1.4,1,0.032,2
39.26,9.81,2,0.046,0
192.15,0.58,4,0.047,1
68.83,2.91,2,0.302,3
47.29,10.1,3,0.148,0
29.23,14.74,3,0.11,0
24.47,0.87,1,0.0,2
256.29,2.77,2,0.053,1
234.49,1.32,2,0.06,1
28.72,3.54,3,0.428,3
180.65,1.84,3,0.066,1
196.98,1.85,2,0.04,1
55.74,4.03,2,0.418,3
27.81,9.02,3,0.11,0
42.57,7.26,3,0.137,0
51.01,11.77,3,0.073,0
188.08,2.05,2,0.005,1
166.56,2.58,2,0.0,1
43.87,16.18,4,0.138,0
37.97,0.2,1,0.0,2
222.89,1.52,2,0.041,1
32.33,11.48,4,0.118,0
193.73,2.72,2,0.094,1
195.41,0.38,1,0.018,1
22.68,0.86,1,0.022,2
30.82,1.21,1,0.023,2
30.44,0.92,1,0.03,2
45.15,2.5,2,0.277,3
21.3,0.7,2,0.026,2
169.95,2.09,3,0.036,1
20.78,6.91,3,0.074,0
227.05,2.65,1,0.065,1
209.1,1.47,2,0.111,1
174.81,0.87,2,0.087,1
186.87,1.99,1,0.091,1
234.35,2.67,2,0.055,1
38.49,12.45,3,0.089,0
34.5,8.69,3,0.074,0
205.84,2.29,1,0.013,1
192.31,2.7,2,0.007,1
35.34,12.87,2,0.085,0
247.68,1.34,2,0.131,1
40.32,3.08,2,0.395,3
19.67,1.38,1,0.016,2
29.26,13.42,2,0.112,0
37.65,14.82,4,0.126,0
219.09,1.85,1,0.049,1
157.85,1.21,2,0.036,1
16.07,0.95,1,0.0,2
201.19,0.6,2,0.034,1
42.14,10.15,3,0.018,0
29.51,1.1,2,0.006,2
213.54,1.61,3,0.039,1
41.35,13.13,3,0.05,0
34.17,4.24,3,0.398,3
34.04,15.2,4,0.088,0
41.22,2.13,2,0.397,3
47.54,2.79,3,0.251,3
27.18,0.45,1,0.028,2
17.85,1.2,1,0.051,2
31.02,11.05,2,0.086,0
42.29,2.64,1,0.368,3
47.34,4.36,2,0.368,3
207.38,2.61,2,0.053,1
50.6,2.79,2,0.256,3
25.98,13.21,4,0.083,0
171.46,1.85,2,0.052,1
234.31,1.98,1,0.01,1
22.35,16.76,2,0.121,0
49.32,2.57,2,0.256,3
42.12,15.28,2,0.131,0
54.79,3.77,2,0.517,3
43.58,2.56,1,0.186,2
44.28,3.1,3,0.393,3
170.51,2.7,2,0.0,1
44.3,14.09,3,0.031,0
234.11,2.72,1,0.099,1
33.24,2.05,2,0.314,3
210.34,1.37,2,0.066,1
38.41,3.69,2,0.325,3
26.64,0.38,1,0.027,2
30.83,14.82,5,0.138,0
194.36,0.87,2,0.002,1
41.62,1.92,2,0.269,3
197.46,0.46,3,0.043,1
180.96,1.68,2,0.063,1
14.39,0.68,1,0.054,2
32.39,9.7,3,0.101,0
176.39,2.99,2,0.079,1
33.26,1.96,2,0.049,2
30.77,16.07,3,0.109,0
225.69,2.78,2,0.02,1
190.34,1.98,2,0.078,1
187.18,1.32,3,0.004,1
233.42,2.15,3,0.054,1
43.91,3.13,2,0.449,3
33.76,1.5,1,0.028,2
35.76,13.48,4,0.165,0
34.8,12.32,1,0.015,2
37.48,12.48,3,0.072,0
32.91,12.38,3,0.051,0
194.82,1.8,1,0.11,1
46.43,2.18,2,0.242,3
27.78,9.62,3,0.111,0
40.12,10.19,3,0.171,0
33.18,2.2,1,0.397,3
34.77,11.12,4,0.081,0
45.12,3.51,3,0.501,3
19.33,2.46,2,0.433,3
60.01,2.37,2,0.347,3
38.25,8.84,4,0.089,0
202.07,2.22,4,0.0,1
36.51,2.77,1,0.296,3
31.87,0.2,1,0.041,2
186.44,1.63,3,0.099,1
230.27,1.88,1,0.059,1
222.54,2.27,3,0.024,1
31.99,1.31,1,0.037,2
49.31,2.6,2,0.245,3
45.29,3.13,2,0.159,3
25.94,0.61,2,0.038,2
29.72,0.46,1,0.0,2
253.76,2.49,2,0.02,1
34.02,2.81,3,0.318,3
176.72,1.3,2,0.085,1
65.58,2.11,2,0.342,3
41.9,10.9,2,0.124,0
59.17,2.89,2,0.327,3
28.79,0.98,1,0.0,2
178.46,1.15,1,0.037,1
35.05,8.91,4,0.105,0
36.9,1.17,1,0.013,2
30.12,1.18,2,0.029,2
28.37,1.31,2,0.016,2
40.65,2.41,2,0.265,3
43.72,12.83,2,0.118,0
45.58,3.1,2,0.369,3
46.93,2.61,2,0.355,3
204.35,1.56,1,0.04,1
30.64,16.13,3,0.063,0
206.47,2.25,3,0.0,1
46.18,1.23,2,0.38,3
23.73,13.15,3,0.12,0
51.68,3.04,2,0.402,3
168.62,1.4,2,0.086,1
161.76,2.43,2,0.086,1
252.54,3.1,3,0.049,1
40.02,15.97,2,0.173,0
47.74,3.14,2,0.382,3
233.18,1.3,3,0.048,1
259.29,1.57,1,0.0,1
228.37,1.19,2,0.01,1
24.91,15.41,4,0.034,0
34.24,11.96,3,0.104,0
29.04,0.33,1,0.004,2
28.44,12.07,4,0.06,0
53.92,3.0,2,0.352,3
38.32,16.58,2,0.026,0
32.65,11.32,2,0.091,0
39.19,13.48,2,0.104,0
52.26,3.35,2,0.308,3
44.94,3.69,2,0.322,3
33.39,3.41,2,0.233,3
33.05,5.48,3,0.097,0
47.57,12.0,2,0.055,0
234.43,2.04,2,0.032,1
31.57,3.34,2,0.263,3
14.56,8.61,3,0.129,0
195.73,1.43,1,0.0,1
202.36,2.68,2,0.072,1
43.5,11.31,3,0.011,0
27.05,0.66,2,0.03,2
206.87,1.99,2,0.059,1
16.63,0.6,1,0.0,2
29.09,11.41,4,0.079,0
40.27,2.43,2,0.459,3
233.98,2.01,2,0.061,1
30.4,0.98,1,0.06,2
22.23,10.74,3,0.069,0
238.53,2.1,2,0.045,1
23.78,1.1,1,0.017,2
40.97,7.82,3,0.022,0
212.79,1.73,3,0.061,1
45.85,15.12,2,0.145,0
175.61,2.52,2,0.069,1
163.22,0.92,2,0.037,1
17.9,0.66,1,0.017,2
159.04,2.04,2,0.011,1
182.18,2.19,2,0.0,1
33.05,2.78,1,0.367,3
22.33,9.27,2,0.132,0
27.54,13.24,3,0.146,0
37.03,11.2,2,0.15,0
75.34,3.13,3,0.289,3
193.71,1.48,2,0.033,1
213.76,2.59,2,0.069,1
155.7,1.99,2,0.073,1
30.29,1.47,2,0.011,2
52.02,3.33,2,0.351,3
42.68,2.72,1,0.335,3
32.79,3.58,1,0.322,3
216.37,1.53,1,0.067,1
177.42,2.84,2,0.038,1
258.12,0.73,2,0.069,1
44.99,15.21,1,0.121,0
18.01,9.59,3,0.1,0
27.78,7.44,4,0.063,0
27.91,0.61,1,0.02,2
25.14,0.9,1,0.021,2
37.03,1.02,2,0.436,3
46.05,2.94,2,0.354,3
24.53,0.74,2,0.042,2
281.06,1.53,2,0.076,1
23.8,16.25,3,0.08,0
39.22,11.67,3,0.055,0
53.14,2.98,2,0.355,3
41.47,1.91,1,0.345,3
32.36,10.83,4,0.193,0
20.14,0.85,1,0.019,2
41.71,14.34,3,0.068,0
53.5,3.34,2,0.327,3
31.1,3.27,2,0.387,3
15.57,1.52,1,0.005,2
14.76,0.79,1,0.009,2
30.65,16.12,4,0.145,0
27.23,0.33,1,0.028,2
188.38,2.12,2,0.051,1
71.9,2.43,2,0.36,3
35.58,14.47,2,0.119,0
49.47,3.31,2,0.512,3
42.77,4.46,2,0.357,3
231.26,2.64,1,0.013,1
27.18,0.88,2,0.013,2
193.17,2.49,2,0.045,1
47.6,12.05,4,0.102,0
21.71,9.45,2,0.133,0
33.37,14.35,2,0.163,0
217.46,2.17,1,0.062,1
205.13,2.31,1,0.025,1
36.94,10.89,2,0.18,0
34.27,9.54,2,0.083,0
37.07,3.01,2,0.312,3
41.0,2.18,2,0.309,3
195.56,2.86,3,0.025,1
33.21,8.07,3,0.064,0
30.0,11.11,2,0.048,0
47.04,15.17,3,0.169,0
187.12,1.83,3,0.078,1
44.46,4.68,1,0.327,3
194.82,1.39,2,0.062,1
20.35,1.29,1,0.0,2
28.04,12.83,3,0.149,0
178.81,2.07,3,0.046,1
60.99,2.59,2,0.428,3
47.03,2.73,2,0.324,3
24.99,1.27,2,0.004,2
35.39,7.43,3,0.057,0
42.24,2.24,1,0.364,3
33.21,8.32,3,0.053,0
31.43,17.73,4,0.113,0
33.72,1.18,1,0.007,2
29.47,1.19,2,0.031,2
26.3,11.77,2,0.023,0
224.07,1.91,3,0.079,1
33.41,11.14,2,0.044,0
185.77,1.94,2,0.039,1
180.14,2.4,1,0.034,1
24.21,0.59,1,0.003,2
251.73,3.08,3,0.066,1
155.58,2.67,1,0.051,1
28.02,14.6,4,0.051,0
32.45,10.18,4,0.143,0
28.94,1.16,1,0.0,2
240.06,2.09,3,0.061,1
221.64,1.92,2,0.04,1
37.37,3.83,2,0.347,3
197.44,1.84,3,0.129,1
37.08,1.21,1,0.006,2
26.57,1.38,1,0.009,2
38.59,13.42,3,0.131,0
18.28,0.73,1,0.001,2
54.67,3.36,2,0.297,3
57.39,4.17,2,0.317,3
60.86,2.83,2,0.318,3
34.59,3.79,2,0.488,3
29.77,0.96,1,0.018,2
50.65,2.91,2,0.314,3
27.85,0.94,1,0.009,2
47.04,3.64,2,0.427,3
26.85,11.69,2,0.079,0
228.4,2.5,2,0.031,1
52.79,3.13,2,0.435,3
59.69,2.43,1,0.428,3
32.95,4.12,2,0.247,3
26.4,1.36,1,0.0,2
17.93,1.29,1,0.036,2
191.4,1.8,1,0.048,1
38.69,16.1,3,0.053,0
170.24,1.27,2,0.05,1
24.82,8.77,3,0.049,0
194.91,2.26,1,0.038,1
19.3,1.4,1,0.011,2
51.97,3.62,3,0.197,3
51.44,2.28,2,0.364,3
55.67,2.41,2,0.27,3
204.93,1.37,3,0.007,1
35.49,3.31,1,0.314,3
28.76,1.82,1,0.0,2
36.42,11.04,3,0.1,0
240.08,1.07,1,0.017,1
44.8,12.67,3,0.102,0
33.89,14.21,3,0.122,0
29.28,9.84,3,0.08,0
29.48,0.79,1,0.009,2
216.1,2.49,2,0.03,1
47.11,2.63,2,0.341,3
48.78,3.93,3,0.422,3
62.82,3.16,2,0.4,3
63.44,3.23,2,0.339,3
223.43,2.52,2,0.042,1
51.58,14.28,3,0.115,0
40.63,2.71,3,0.381,3
22.36,10.18,3,0.1,0
26.88,11.22,3,0.071,0
44.69,10.68,4,0.134,0
211.92,3.87,2,0.044,1
214.2,1.65,2,0.007,1
39.07,12.41,3,0.083,0
25.98,1.09,1,0.06,2
26.01,8.17,3,0.073,0
25.06,14.37,3,0.053,0
45.29,15.21,2,0.082,0
33.34,1.15,2,0.0,2
27.31,1.18,1,0.019,2
48.88,0.63,1,0.023,2
171.61,1.68,2,0.099,1
198.4,1.87,2,0.1,1
27.9,8.95,2,0.194,0
50.04,4.32,3,0.351,3
57.88,2.93,2,0.284,3
39.23,12.99,2,0.0,0
214.28,2.29,2,0.121,1
187.51,2.44,2,0.056,1
43.12,12.53,4,0.066,0
33.28,11.5,4,0.075,0
63.93,3.76,3,0.304,3
42.56,10.77,3,0.055,0
202.05,0.98,3,0.044,1
219.73,2.13,3,0.037,1
176.28,2.07,2,0.046,1
32.09,11.36,2,0.063,0
26.81,9.29,3,0.179,0
35.77,2.93,1,0.424,3
28.68,4.29,2,0.272,3
19.69,3.75,4,0.072,0
17.13,0.62,1,0.0,2
185.52,1.53,2,0.065,1
233.47,2.48,2,0.039,1
55.29,3.12,2,0.379,3
31.27,11.19,2,0.077,0
37.27,9.95,3,0.029,0
28.85,3.18,2,0.227,3
52.87,3.2,2,0.48,3
32.33,3.97,3,0.307,3
240.36,1.53,1,0.071,1
52.0,3.46,1,0.295,3
29.4,12.7,3,0.169,0
21.1,1.42,1,0.033,2
183.58,1.64,1,0.024,1
167.03,1.66,3,0.06,1
26.73,11.98,3,0.067,0
41.9,3.82,2,0.412,3
43.84,1.77,2,0.328,3
32.34,14.8,3,0.012,0
47.08,3.01,2,0.248,3
46.73,2.75,2,0.282,3
44.61,2.85,1,0.389,3
161.36,1.6,3,0.06,1
44.82,1.64,2,0.245,3
41.35,11.88,4,0.122,0
209.9,2.25,2,0.069,1
192.69,1.79,2,0.077,1
35.1,16.35,2,0.101,0
32.83,11.66,3,0.086,0
44.15,3.06,2,0.304,3
235.73,1.4,3,0.042,1
19.45,0.77,1,0.016,2
36.11,2.13,1,0.279,3
42.72,11.83,2,0.128,0
48.42,2.84,3,0.261,3
36.92,4.42,2,0.558,3
40.25,2.75,2,0.432,3
34.37,10.26,2,0.101,0
31.25,11.71,2,0.151,0
38.81,11.6,3,0.204,0
231.03,0.91,2,0.072,1
44.84,16.4,3,0.0,0
211.62,1.67,2,0.053,1
189.33,1.97,2,0.035,1
45.1,10.3,2,0.032,0
45.38,10.95,3,0.116,0
34.24,1.33,1,0.052,2
38.86,10.55,3,0.097,0
191.0,2.75,2,0.062,1
37.93,9.1,2,0.1,0
5.0,0.44,1,0.013,2
231.51,1.54,3,0.029,1
49.44,9.87,1,0.113,2
23.14,0.85,1,0.024,2
41.38,3.18,2,0.263,3
16.16,1.0,1,0.03,2
17.52,1.29,1,0.028,2
209.92,1.67,2,0.042,1
200.72,2.27,3,0.087,1
48.73,3.33,2,0.399,3
22.63,0.82,1,0.017,2
38.4,10.95,3,0.121,0
205.37,2.04,2,0.069,1
192.48,1.3,1,0.032,1
40.04,3.71,2,0.411,3
156.31,2.27,2,0.037,1
52.48,2.22,2,0.335,3
253.99,3.28,2,0.071,1
19.99,1.76,1,0.02,2
182.75,2.35,2,0.0,1
19.58,1.22,1,0.009,2
191.64,1.87,3,0.014,1
153.43,2.73,2,0.0,1
34.44,1.92,2,0.268,3
42.86,3.45,1,0.411,3
183.96,1.81,3,0.105,1
45.09,1.94,3,0.231,3
28.35,10.23,4,0.056,0
36.89,12.63,2,0.084,0
33.14,11.31,2,0.127,0
39.17,16.11,4,0.037,0
54.82,3.89,3,0.397,3
169.53,2.51,2,0.0,1
32.12,12.58,3,0.102,0
219.83,2.7,2,0.124,1
185.63,1.41,2,0.021,1
196.65,2.53,3,0.065,1
163.83,2.69,1,0.026,1
30.91,1.32,2,0.001,2
133.58,2.6,2,0.016,1
225.91,2.03,3,0.011,1
57.48,2.26,2,0.216,3
20.3,0.84,1,0.033,2
170.36,2.67,2,0.091,1
231.71,1.99,2,0.027,1
34.09,10.87,3,0.06,0
38.79,11.47,2,0.15,0
48.78,2.05,1,0.301,3
42.86,2.64,3,0.393,3
194.62,1.53,2,0.0,1
219.62,2.45,3,0.109,1
196.77,2.47,2,0.021,1
220.38,3.05,2,0.0,1
28.26,13.46,4,0.111,0
44.34,13.86,2,0.018,0
66.92,3.63,2,0.291,3
21.83,0.2,1,0.044,2
22.92,3.08,1,0.525,3
25.54,9.6,3,0.146,0
195.7,2.46,2,0.0,1
22.85,12.72,3,0.055,0
32.54,13.9,4,0.066,0
44.54,3.28,2,0.306,3
34.25,4.49,2,0.438,3
44.72,11.34,3,0.068,0
37.24,2.4,2,0.194,3
19.62,1.06,1,0.055,2
38.1,2.52,1,0.443,3
17.98,0.64,1,0.012,2
46.83,0.9,3,0.407,3
46.54,9.01,2,0.133,0
44.53,3.5,2,0.401,3
209.77,2.87,2,0.062,1
53.55,3.14,2,0.33,3
40.41,3.72,1,0.303,3
185.65,2.62,2,0.053,1
21.34,0.9,1,0.044,2
33.68,1.62,2,0.0,2
38.31,6.68,2,0.1,2
32.21,10.89,2,0.145,0
215.3,1.31,1,0.064,1
28.48,12.93,3,0.074,0
192.27,1.74,2,0.012,1
26.8,2.45,2,0.26,3
21.89,1.48,1,0.002,2
26.2,0.9,2,0.031,2
218.99,1.57,2,0.013,1
196.21,1.83,3,0.0,1
39.2,9.63,3,0.026,0
55.96,0.99,2,0.293,3
23.8,11.22,2,0.096,0
48.31,2.72,2,0.284,3
36.33,12.0,3,0.048,0
47.47,3.61,2,0.353,3
52.25,2.93,2,0.21,3
38.39,11.89,4,0.069,0
34.24,3.08,2,0.273,3
56.01,4.09,2,0.226,3
29.51,12.25,3,0.121,0
32.32,8.43,4,0.087,0
42.8,3.22,2,0.427,3
42.05,2.09,2,0.293,3
273.0,1.57,2,0.094,1
225.22,1.47,1,0.034,1
44.49,11.34,4,0.148,0
30.65,0.97,2,0.0,2
38.3,4.07,2,0.414,3
202.88,2.06,3,0.067,1
212.53,2.5,2,0.021,1
215.31,2.37,2,0.033,1
48.9,1.32,3,0.477,3
169.96,2.15,2,0.045,1
15.89,1.2,1,0.018,2
29.85,13.03,4,0.148,0
220.12,1.83,2,0.041,1
170.8,0.71,4,0.01,1
31.84,1.16,1,0.006,2
39.05,13.89,3,0.196,0
46.56,12.78,4,0.103,0
20.26,1.0,1,0.044,2
34.83,12.36,3,0.117,0
34.13,10.68,3,0.101,0
26.24,1.32,1,0.0,2
